名称,大类,中类,地址,经度,纬度,省份,城市,区域,教育质量,消费场所,医疗健康,旅游资源,交通运输
GU HOTEL,酒店住宿,宾馆酒店,国权北路新江湾尚景园,121.501229,31.335782,上海市,上海市,杨浦区,0.18528921422069916,0.13340854474517627,0.18437631680496752,0.1856074524001562,0.15813194521043625
枫憬酒店(五角场新江湾城店),酒店住宿,宾馆酒店,殷行路1488号,121.505141,31.329214,上海市,上海市,杨浦区,0.19895960109697897,0.13499608869129803,0.18859934071472437,0.1880990307051864,0.16982754358208546
新江湾·戎辉苑,商务住宅,住宅区,殷行路1628弄,121.503564,31.329849,上海市,上海市,杨浦区,0.19357916434302752,0.1343828116771659,0.18731674264543563,0.18671339587166003,0.16589935804552683
上海非主流建筑师度假别墅,酒店住宿,其他,国权北1470号,121.501162,31.335365,上海市,上海市,杨浦区,0.18543652692598508,0.13341345742198987,0.18440822076540567,0.1856369268195041,0.15829597677800997
集悠精选酒店(暂停营业),酒店住宿,宾馆酒店,国权北路1480号国学路路口,121.501351,31.336238,上海市,上海市,杨浦区,0.18518586903352596,0.13340450043817886,0.18435814891393082,0.1855740076408379,0.15800002992802778
宿适轻奢酒店(上海五角场复旦大学店),酒店住宿,其他,国权北路1480号,121.501385,31.336225,上海市,上海市,杨浦区,0.1852323196519212,0.13340538771863147,0.18437238341794726,0.1855844512585133,0.15806281800895336
10号线新江湾城(6号口),商务住宅,写字楼,[],121.50702,31.32955,上海市,上海市,杨浦区,0.2062251554956921,0.1354112490609681,0.1893310893752754,0.18896975169241104,0.17293606462132277
璞境服务式健康公寓,酒店住宿,其他,新江湾城殷行路1270号,121.510825,31.329466,上海市,上海市,杨浦区,0.2242354624422578,0.13827558297771833,0.1915772007319311,0.19116563419529378,0.17915768671090432
光辉城市(上海分公司),商务住宅,其他,殷行路嘉誉国际02栋404室,121.508423,31.329579,上海市,上海市,杨浦区,0.21238616595413226,0.13611096645793982,0.19007873051456162,0.18970400950244307,0.1752376464143834
嘉誉湾3期,商务住宅,其他,淞沪路1888弄1-24号,121.50913,31.332133,上海市,上海市,杨浦区,0.21305559293881574,0.13555978168603475,0.18917439947630252,0.18843828273620208,0.17358493498945948
湾谷科技园,商务住宅,产业园区,国权北路1688弄,121.503381,31.341161,上海市,上海市,杨浦区,0.18409773511524216,0.13338230317495242,0.1839610893908885,0.1846243924536561,0.1553400940345003
莱蒙国际中心,商务住宅,写字楼,国权北路1688号,121.501062,31.339367,上海市,上海市,杨浦区,0.18366598252829927,0.13335682787937647,0.18379805524123732,0.18487423731856936,0.15493231093405035
融信世纪江湾,商务住宅,住宅区,恒耀路66弄,121.509664,31.343279,上海市,上海市,杨浦区,0.18646298399054706,0.13380444338125833,0.18475035685040853,0.18373528754181828,0.1557253910806471
区块链产业大厦,商务住宅,写字楼,国权北路1688弄C7栋,121.501009,31.339581,上海市,上海市,杨浦区,0.18359398065824348,0.1333526660868194,0.18376215114132516,0.1848148454081414,0.1546949650314598
湾谷驿站,酒店住宿,其他,淞行路与吉江路交叉口东120米,121.503251,31.341643,上海市,上海市,杨浦区,0.18381411891606397,0.1333730750512259,0.18382614754660775,0.18446965009669883,0.1546501800080558
龙湖冠寓(上海新江湾城店),酒店住宿,其他,恒耀路66弄92号、105号,121.509156,31.344315,上海市,上海市,杨浦区,0.1847611205933548,0.13360682206395744,0.18425607621062048,0.183552587004089,0.1539901847763494
莱蒙国际中心C座,商务住宅,写字楼,国权北路1688弄36号,121.501078,31.339386,上海市,上海市,杨浦区,0.18366737650913725,0.13335679880357396,0.1837983167742659,0.18487222139152465,0.15493336379532702
莱蒙国际中心招租,商务住宅,其他,国帆路与国权北路交叉口西120米,121.505282,31.343473,上海市,上海市,杨浦区,0.18379185983123458,0.1333932453216158,0.18383598092454534,0.18394901666737884,0.1537362701589219
江湾名邸(公寓住宅),商务住宅,其他,恒耀路66弄,121.508379,31.34368,上海市,上海市,杨浦区,0.18508540597555398,0.13360124233978277,0.18436889407841256,0.18374303433379888,0.1547535855112855
湾谷科技园A1座,商务住宅,其他,国权北路与国帆路交叉口西南100米,121.505614,31.342606,上海市,上海市,杨浦区,0.18448331716743177,0.13343254537635205,0.18411713156161305,0.18419638168505706,0.15506703127729277
湾谷科技园C2座,商务住宅,其他,[],121.50299,31.339497,上海市,上海市,杨浦区,0.1848231791546231,0.1333892615925391,0.18423532751026844,0.18510327905671126,0.1569871352177888
湾谷科技园C7座,商务住宅,产业园区,国权北路1688弄36号,121.501112,31.339422,上海市,上海市,杨浦区,0.18367137090240962,0.13335680062414423,0.18379940189632074,0.18486886358652385,0.15493903824120756
湾谷科技园B7栋,商务住宅,其他,国权北路一六八八弄53号,121.502467,31.341221,上海市,上海市,杨浦区,0.18367129419594577,0.1333594523068667,0.18376586950983087,0.18454374748864566,0.15447513616807312
湾谷科技园C6座,商务住宅,写字楼,淞行路与吉江路交叉口东南120米,121.502461,31.340534,上海市,上海市,杨浦区,0.1838931556046358,0.13336614197703595,0.18388249070684118,0.1847357002757359,0.15522894873764753
湾谷科技园B2座,商务住宅,产业园区,[],121.5043,31.341032,上海市,上海市,杨浦区,0.18481399335152718,0.1334089262611201,0.18421668969589874,0.18470607309595385,0.1563199162403201
湾谷科技园A5座,商务住宅,其他,淞行路与国帆路交叉口南160米,121.504684,31.342969,上海市,上海市,杨浦区,0.18381187346394917,0.13338810484783162,0.1838339506259173,0.1841038857300531,0.1540300371497785
湾谷科技园A6座,商务住宅,其他,淞行路与吉江路交叉口东北200米,121.503847,31.342292,上海市,上海市,杨浦区,0.18379398780819434,0.13337866544045363,0.18381527343585283,0.18428995579239743,0.1543272464590259
新起点公寓隆昌路店,酒店住宿,宾馆酒店,杨树浦路2525号,121.551738,31.268126,上海市,上海市,杨浦区,0.6672193365635346,0.5330439302449167,0.4481008765145031,0.23650788360477956,0.29832728577174883
杨树浦驿站,酒店住宿,其他,上海国际时尚中心南,121.556653,31.266955,上海市,上海市,杨浦区,0.23300668079036352,0.4075642292150091,0.20944742524989746,0.19958408039144657,0.1691730418058411
杨树浦路2747弄小区,商务住宅,住宅区,杨树浦路与贵阳路交叉口西南40米,121.555262,31.270339,上海市,上海市,杨浦区,0.6545707145314337,0.5325587188680253,0.23335599766994558,0.21827187347524132,0.18868550175837875
苹果公寓(海州路),商务住宅,住宅区,海州路310号,121.550939,31.270419,上海市,上海市,杨浦区,0.6671367850548974,0.5331792836402279,0.6201177851810514,0.44199837861504376,0.5314479244851485
隆昌路88弄小区,商务住宅,住宅区,隆昌路88弄2-12号,121.55049,31.268881,上海市,上海市,杨浦区,0.6667714757765021,0.531151556450077,0.6146058347023747,0.420644416162607,0.4844532794957571
隆昌大楼,商务住宅,商住两用楼宇,隆昌路60-62,121.551088,31.268638,上海市,上海市,杨浦区,0.6667012407091981,0.5321194915014804,0.5439209171431462,0.3052431568698514,0.4157519174256289
杨浦都市食品园区,商务住宅,产业园区,波阳路290号,121.553803,31.272669,上海市,上海市,杨浦区,0.6668437629371776,0.5331199781974207,0.3722652350020205,0.23380372440633101,0.3781498091169955
福昌里,商务住宅,住宅区,杨树浦路2623弄1-33号,121.5533,31.269064,上海市,上海市,杨浦区,0.668000165158257,0.533324409060953,0.306224790513056,0.22680810909287547,0.19656844467418433
丹江新苑,商务住宅,住宅区,齐齐哈尔路27号附近,121.53167,31.25719,上海市,上海市,杨浦区,0.6686833383651357,0.5318803259022006,0.6667324068703461,0.5673957928584648,0.5690423245120292
凯达苑,商务住宅,住宅区,江浦路160弄,121.531598,31.25456,上海市,上海市,杨浦区,0.6674510389217365,0.27654803508699505,0.6305620213611973,0.23772905698617486,0.5670755101971146
龙江路300弄小区,商务住宅,住宅区,龙江路300弄1-21号,121.530787,31.25664,上海市,上海市,杨浦区,0.6680712991595943,0.5310450344845643,0.6670779558212294,0.5203917281239011,0.568363609359905
嘉意酒店,酒店住宿,宾馆酒店,齐齐哈尔路226号,121.531789,31.256636,上海市,上海市,杨浦区,0.6676457579391616,0.5308044351264125,0.6670524762236026,0.4981801734427304,0.5679714902164802
圣骊河宾馆,酒店住宿,宾馆酒店,齐齐哈尔路与龙江路交叉口东北50米,121.531236,31.25753,上海市,上海市,杨浦区,0.6724471809116742,0.5324833677846883,0.6666747773648514,0.6172482011166016,0.585080756599408
丹江商务楼,商务住宅,写字楼,龙江路370-372,121.531575,31.257318,上海市,上海市,杨浦区,0.6690165433319945,0.5320959667805276,0.6667065502896639,0.5846334253449631,0.5693273635293515
广杭苑杭州路66弄,商务住宅,住宅区,[],121.535373,31.257893,上海市,上海市,杨浦区,0.6674815515879392,0.5316333103226236,0.666711122271107,0.5491643527084974,0.567606345455413
阳光城滨江悦,商务住宅,住宅区,[],121.533388,31.255736,上海市,上海市,杨浦区,0.6667451313746195,0.42774213568220065,0.6680384059187529,0.3016661931032647,0.5666669145932032
上海骈骈公寓,酒店住宿,其他,齐齐哈尔路与福宁路交叉口北100米,121.533682,31.255745,上海市,上海市,杨浦区,0.6668106427013144,0.42036510784517733,0.66807098493884,0.2851996199916715,0.5666886686253874
杭州路87弄小区,商务住宅,住宅区,杭州路87弄,121.534862,31.258806,上海市,上海市,杨浦区,0.669348158302092,0.5330580132388907,0.6668450552046811,0.6692881831932462,0.57033650742102
福宁路27弄小区,商务住宅,住宅区,福宁路27弄1-11号,121.531684,31.25453,上海市,上海市,杨浦区,0.6675275352004019,0.2652183634890516,0.6268265280130655,0.23726068618135224,0.5671258893474532
圣骊河滨苑,商务住宅,住宅区,龙江路388弄,121.531861,31.257531,上海市,上海市,杨浦区,0.6692314201645095,0.5323528389022717,0.666672076419777,0.6023582018087199,0.5740275719323324
齐齐哈尔路205弄小区,商务住宅,住宅区,丹阳路与齐齐哈尔路交叉口西80米,121.531372,31.256098,上海市,上海市,杨浦区,0.6670887551589915,0.5010627850559988,0.6675627503881676,0.4390799094713414,0.5673320085884759
银龙新村,商务住宅,住宅区,龙江路与齐齐哈尔路交叉口南80米,121.530802,31.25664,上海市,上海市,杨浦区,0.668062990499727,0.5310438359122518,0.6670771046900622,0.5201344112194212,0.5683590538919595
福宁路63弄小区,商务住宅,住宅区,福宁路63弄,121.53224,31.254618,上海市,上海市,杨浦区,0.6675843811710862,0.2631627637519041,0.6426343686118559,0.23695428256254558,0.5671676084455479
江浦路160弄14号,商务住宅,其他,江浦路与福宁路交叉口北150米,121.531642,31.254579,上海市,上海市,杨浦区,0.667438036806098,0.2794205382667656,0.6337679962234893,0.23783820722162433,0.567065291007211
江浦路160弄12号,商务住宅,其他,丹阳路(地铁站)1号口步行152米,121.531805,31.254715,上海市,上海市,杨浦区,0.6672912923200307,0.3055737931947718,0.655494269951642,0.2389334489977382,0.5669521959922489
安德里,商务住宅,住宅区,杨树浦路1615弄1-34号,121.539559,31.257854,上海市,上海市,杨浦区,0.6673761530235411,0.44017021276862334,0.668281079315423,0.3104106576816254,0.5679922413134972
崇业小区(杨树浦路),商务住宅,住宅区,杨树浦路1455弄之1-31号,121.536896,31.256145,上海市,上海市,杨浦区,0.6678860940234007,0.32046376508506297,0.66857590532949,0.2392341527939087,0.5677010982481725
东华里,商务住宅,住宅区,杨树浦路1581弄,121.539002,31.257092,上海市,上海市,杨浦区,0.6679811103693384,0.3531771871521992,0.6687131071531982,0.24046513095729122,0.5684364653658739
广杭苑,商务住宅,住宅区,大桥街道眉州路135弄,121.536015,31.257807,上海市,上海市,杨浦区,0.667036732998391,0.5310620733915568,0.6668097119992485,0.5169428167356568,0.5671012221571907
申润江涛苑,商务住宅,住宅区,广州路55弄之1-18号,121.536043,31.256793,上海市,上海市,杨浦区,0.6667562871872582,0.46079955766376957,0.6674866002429276,0.36484971073824346,0.5667029799263733
眉州路100弄小区,商务住宅,住宅区,眉州路100弄,121.538628,31.258376,上海市,上海市,杨浦区,0.6666711633909369,0.5243029995354679,0.6672270770363898,0.46615842387785444,0.5668004388351414
林峰公寓,商务住宅,其他,眉州路120号,121.537534,31.25838,上海市,上海市,杨浦区,0.66688751565348,0.5311273780129089,0.666869603511917,0.5270443379776533,0.5667589179618117
杨树浦路1629弄小区,商务住宅,住宅区,杨树浦路1629弄,121.539717,31.257638,上海市,上海市,杨浦区,0.6677851714232553,0.40309952923557757,0.6686386580890847,0.25112412141427987,0.5684865854755333
眉州路110弄小区,商务住宅,住宅区,眉州路110弄,121.537993,31.25846,上海市,上海市,杨浦区,0.666793145496491,0.5310251333270496,0.666945954618715,0.5140406168306176,0.5666873157298916
眉州路50弄小区,商务住宅,住宅区,眉州路与广州路交叉口东20米,121.538544,31.25749,上海市,上海市,杨浦区,0.667153610404203,0.43821880636738836,0.6679355417099816,0.32973491622754103,0.5674535363956269
眉州路70弄小区,商务住宅,住宅区,广州路与眉州路交叉口东北20米,121.538379,31.25778,上海市,上海市,杨浦区,0.6668427536823929,0.4770648711032715,0.6675601250560375,0.39268068622074725,0.567050307097203
上海廷庭旅馆,酒店住宿,旅馆招待所,杭州路94号,121.535843,31.258653,上海市,上海市,杨浦区,0.6682476749493385,0.5325546059040157,0.6666973173696275,0.6336900022230588,0.568243825220795
眉州路70弄2号小区,商务住宅,住宅区,眉州路70弄2号,121.538289,31.257706,上海市,上海市,杨浦区,0.6668580665495782,0.47266106605590297,0.6675714110074581,0.38679377426142175,0.5670527824861101
广州路55弄3号,商务住宅,其他,广州路55弄3幢3-6号,121.536654,31.256678,上海市,上海市,杨浦区,0.667054145534296,0.4221744391175714,0.6678338750320629,0.31005708061774456,0.5669505662970031
上海昶盛咖啡有限公司51-53号职工宿舍,商务住宅,宿舍,渭南路32附近,121.538979,31.25886,上海市,上海市,杨浦区,0.6667234610480783,0.5311831799430237,0.6670855964233087,0.511662507556966,0.5667250292276902
广杭苑眉州路135弄,商务住宅,住宅区,眉州路135弄11-14号,121.537185,31.257822,上海市,上海市,杨浦区,0.666702422211204,0.5182098991977783,0.6670596383499989,0.4688711249878561,0.5666849533929083
久玖住房,酒店住宿,旅馆招待所,杭州路741-2号,121.54412,31.26642,上海市,上海市,杨浦区,0.6911537368777889,0.721012065585408,0.6671553800950992,0.6666929512007744,0.5668403608112941
天马大厦,商务住宅,商住两用楼宇,平凉路1700、1708,121.541817,31.267166,上海市,上海市,杨浦区,0.8092279632394963,0.8768215533686365,0.6694134266795775,0.6673468629318158,0.5790552944476239
杨家宅小区,商务住宅,住宅区,杭州路847号,121.544668,31.267305,上海市,上海市,杨浦区,0.7001358204216678,0.8527416656165435,0.667068008406284,0.6667122601770553,0.5668463777953363
金凤大楼,商务住宅,住宅区,平凉路1550弄,121.540601,31.265773,上海市,上海市,杨浦区,0.7776594224085128,0.8715364221503641,0.6764870377319011,0.6674275242549422,0.5971848638931005
