名称,大类,中类,地址,经度,纬度,省份,城市,区域,教育质量,消费场所,医疗健康,旅游资源,交通运输
杨浦区五角广场,商务住宅,写字楼,政府路18号,121.519744,31.292609,上海市,上海市,杨浦区,0.763617206857818,0.6935142644703362,0.71193539396581,0.9290704895823203,0.896970223883845
耀辉阁,商务住宅,住宅区,黄兴路与国顺东路交叉口西北120米,121.518712,31.292538,上海市,上海市,杨浦区,0.7738699300652336,0.6931259409355137,0.7118466531286369,0.9302157267892759,0.898224158932916
海上财智商务中心,商务住宅,住宅区,黄兴路与国顺东路交叉口北约60米,121.519755,31.292279,上海市,上海市,杨浦区,0.778000118716257,0.6901384108894689,0.7036878792628573,0.9282579915722439,0.8964812212742485
上海Hoshare禾舍民宿(黄兴路分店),酒店住宿,其他,上海五角场华美达大酒店(黄兴路1888号),121.519399,31.292963,上海市,上海市,杨浦区,0.752447305806283,0.6974803683650983,0.7207217078690566,0.9303550561906859,0.8979350934280806
弗思特逸住酒店(上海五角场店),酒店住宿,宾馆酒店,国定东路337号,121.520519,31.294621,上海市,上海市,杨浦区,0.7059213777833341,0.7093419253419494,0.7491589725556153,0.931521297852774,0.8981941371386046
上海凯汀宜住酒店,酒店住宿,宾馆酒店,国定东路337号,121.520555,31.294657,上海市,上海市,杨浦区,0.7051043682341989,0.709359345548451,0.7497061268726327,0.9315025045699243,0.8981682692016466
Zsmart智尚酒店(上海五角场地铁站店),酒店住宿,宾馆酒店,国定东路337号,121.520497,31.294739,上海市,上海市,杨浦区,0.7040593047282023,0.7100785522775264,0.7517809505230001,0.9317077987176667,0.8983473818373942
黄兴路2020弄小区,商务住宅,住宅区,黄兴路2020号,121.519052,31.294963,上海市,上海市,杨浦区,0.7103437496005629,0.7873669807016918,0.764233021656303,0.9340840829647107,0.9006054786537832
海鹏公寓,商务住宅,住宅区,黄兴路2019弄3号楼,121.51726,31.294559,上海市,上海市,杨浦区,0.7336616799326696,0.8882681660911698,0.7603826950939603,0.935023742746717,0.9018417013578497
金岛大厦,商务住宅,写字楼,四平路2500号,121.515912,31.298282,上海市,上海市,杨浦区,0.7045892300111696,0.8993040374871405,0.8643684362694184,0.9366666666666666,0.903314327008902
蓝天大厦(黄兴路),商务住宅,写字楼,黄兴路2077号,121.516145,31.297875,上海市,上海市,杨浦区,0.7056990451020505,0.897538830267945,0.8513759325910883,0.9366327816148189,0.9032658733765718
蓝天小区(政本路),商务住宅,住宅区,黄兴路2053号,121.51597,31.296135,上海市,上海市,杨浦区,0.7239575515388318,0.8948130077591682,0.7999698117060816,0.9364006960773319,0.9030842175671842
蓝天宾馆-南粤春,酒店住宿,其他,创业环路与创造路交叉口西140米,121.51728,31.298348,上海市,上海市,杨浦区,0.6914402964378248,0.8961554332793413,0.8650176097134467,0.9364336136581076,0.9030441193360185
上海五角场金沐之家老洋房,酒店住宿,旅馆招待所,黄兴路与国定东路交叉口北220米,121.517758,31.296374,上海市,上海市,杨浦区,0.7032297768342339,0.8954398917048921,0.8037689951013274,0.9360262649071871,0.9025117674648754
中国(上海)创业者公共实训基地,商务住宅,产业园区,国定东路200号,121.519439,31.297774,上海市,上海市,杨浦区,0.6770226984345175,0.8944812019180353,0.8299692624445808,0.9349656397675522,0.9014577888383677
大学生创业示范园,商务住宅,产业园区,国定东路200号,121.519802,31.29679,上海市,上海市,杨浦区,0.6827489142262588,0.8943946061705887,0.8016545963953746,0.9343307207031002,0.9007698616596326
上海隐驿酒店,酒店住宿,宾馆酒店,国定东路297号金储广场1号楼四楼,121.520571,31.296922,上海市,上海市,杨浦区,0.6764196866235365,0.8936096526226227,0.7978892162770369,0.9331347857528479,0.899681975658918
上海雪拉同酒店,酒店住宿,宾馆酒店,国定东路295号,121.520544,31.296646,上海市,上海市,杨浦区,0.6792686952129736,0.8790102237964508,0.792019868909875,0.9330944954057941,0.8996181917222269
上海昕舍民宿(国定东路分店),酒店住宿,其他,国定东路金储休闲广场,121.520362,31.298373,上海市,上海市,杨浦区,0.6692962985061016,0.8931238031044484,0.8348069329979277,0.9335508520209669,0.9001903613015755
复客中国5G双创中心,商务住宅,产业园区,国定东路200号3号楼,121.519908,31.297417,上海市,上海市,杨浦区,0.6764601789757664,0.8941960581315196,0.8159723246364661,0.934315575075143,0.9008103110650463
财富大酒店,酒店住宿,四星级宾馆,邯郸路399号(近国定路),121.511031,31.297859,上海市,上海市,杨浦区,0.7338124241721183,0.898852352266347,0.795911184575353,0.9347895380559129,0.9026110194860271
天翔花苑,商务住宅,住宅区,国定路320弄1-20号,121.51147,31.297362,上海市,上海市,杨浦区,0.7464532191275535,0.8974552793725326,0.7930467670355547,0.9348885914709059,0.9027955920358909
新金博大厦,商务住宅,写字楼,邯郸路539号(财富大酒店隔壁),121.511573,31.298143,上海市,上海市,杨浦区,0.7298283673267355,0.9004661897829432,0.8111963879503099,0.9356015921318459,0.902977038380352
上海朋客青年旅社,酒店住宿,其他,邯郸路399号二层东1商铺,121.510878,31.298031,上海市,上海市,杨浦区,0.7290284223754357,0.8992273449138863,0.7965643098079177,0.934796079161366,0.9025158280229559
四平路2555弄小区,商务住宅,住宅区,四平路2555号,121.513252,31.296141,上海市,上海市,杨浦区,0.7598966608410114,0.8918193875902249,0.7869920090817717,0.935783709175753,0.9031000019456293
国定路328号商办楼,商务住宅,其他,[],121.511391,31.298352,上海市,上海市,杨浦区,0.724802466650815,0.9008405732181822,0.8121919366858311,0.9356169419432112,0.9029063860884146
四平路2555号小区,商务住宅,住宅区,四平路与国定路交叉口北180米,121.513264,31.29617,上海市,上海市,杨浦区,0.7592489487065857,0.8920277620535343,0.7877850135959051,0.9358127845278443,0.9031122049264994
四平路2350弄小区,商务住宅,住宅区,四平路2350弄,121.514402,31.297016,上海市,上海市,杨浦区,0.7339202983396742,0.896596028948612,0.8182279912990369,0.9365417930870865,0.9033114008477011
怡情旅社(邯郸路),酒店住宿,旅馆招待所,邯郸路470弄1号,121.511254,31.299549,上海市,上海市,杨浦区,0.70093992840536,0.9026708236937877,0.8319179609939427,0.9360916971289645,0.9028513070265138
建新小区邯郸路470弄,商务住宅,住宅区,邯郸路与国宾路交叉口西200米,121.511282,31.300128,上海市,上海市,杨浦区,0.691112934877581,0.9030229468819221,0.841313264327239,0.9362324250326958,0.9028051075512428
东郸小区,商务住宅,住宅区,五角场(地铁站)5号口步行310米,121.512126,31.300052,上海市,上海市,杨浦区,0.6971430879130341,0.9031856112698552,0.8597977621245892,0.9364989761232372,0.9031472843880153
祥富宾馆(上海邯郸路店),酒店住宿,宾馆酒店,五角场邯郸路446弄1号,121.511013,31.299021,上海市,上海市,杨浦区,0.7094739192774974,0.9018475517207939,0.8176421743208039,0.9357329740403405,0.9027346053333026
邯郸路500-524弄住宅小区,商务住宅,住宅区,邯郸路500-524弄,121.512486,31.299852,上海市,上海市,杨浦区,0.7016650980598427,0.9031630350044713,0.8644205652594211,0.9365485502882903,0.903224460580963
国定路328号商办楼(北门),商务住宅,其他,邯郸路539号,121.511369,31.298442,上海市,上海市,杨浦区,0.7228218859148899,0.9010385160801446,0.8135751714773712,0.9356671717796832,0.902902538425679
万达广场B座,商务住宅,写字楼,国宾路36号,121.513224,31.301025,上海市,上海市,杨浦区,0.6862304207080718,0.9033333333333332,0.8965030960855723,0.9366570800614642,0.9031639896590482
建新小区,商务住宅,住宅区,邯郸路470弄,121.511271,31.300837,上海市,上海市,杨浦区,0.6795498706998516,0.9031797148721121,0.8485510791514659,0.9362850534482265,0.9026351571117639
政通路250弄住宅小区,商务住宅,住宅区,政通路250弄,121.511265,31.302808,上海市,上海市,杨浦区,0.668335248876344,0.902911477590631,0.8456212557780113,0.9359046109932551,0.9013565049946417
上海开力贝贝公寓,酒店住宿,其他,政通路250弄政通路250弄住宅小区,121.51159,31.302532,上海市,上海市,杨浦区,0.6686508964369614,0.9031177323991393,0.8546550767991701,0.9361540482244388,0.9018451450871285
上海闲窝公寓(政通路店),酒店住宿,其他,政通路118弄沪昌公寓20号,121.511428,31.301616,上海市,上海市,杨浦区,0.6694092235718276,0.9032150935121696,0.8550666449405834,0.9363021593820666,0.9023841377134811
上海林兹万达青年公寓,酒店住宿,其他,政通路285弄17号楼,121.511643,31.301195,上海市,上海市,杨浦区,0.6761852959279611,0.9032604553790742,0.8596972533819147,0.9364114237254224,0.9027148523153679
盈和楼,商务住宅,商住两用楼宇,政通路与国宾路交叉口东北60米,121.512193,31.302732,上海市,上海市,杨浦区,0.668697245143937,0.9031503392932624,0.8658693798725223,0.9363187763300052,0.9020058062009121
建新小区政通路285弄,商务住宅,住宅区,政通路285弄8幢21-22号,121.511932,31.301186,上海市,上海市,杨浦区,0.6780954518073615,0.9032978441070367,0.8670063526741592,0.9364764058325018,0.902827491615849
建新小区政通路305弄,商务住宅,住宅区,政通路305弄3幢6-8号,121.511093,31.301566,上海市,上海市,杨浦区,0.6692999879941851,0.9031548061658718,0.8469934541322913,0.9361375079537247,0.9022003024165527
政通路285弄住宅小区,商务住宅,其他,政通路285弄,121.511259,31.300806,上海市,上海市,杨浦区,0.6799665881081075,0.9031746482456119,0.848023564101384,0.9362784299738369,0.9026382104552486
百叶旅馆,酒店住宿,旅馆招待所,国济路60号,121.514911,31.303768,上海市,上海市,杨浦区,0.6684869148211233,0.9023690037750147,0.8887840812957387,0.9361683955590716,0.9011781744113946
沪昌公寓,商务住宅,住宅区,政通路118号,121.515591,31.304317,上海市,上海市,杨浦区,0.6682637671119778,0.9012890449200311,0.8771120621566514,0.935722637657484,0.9000408125483598
创智天地,商务住宅,写字楼,淞沪路303号,121.514136,31.305016,上海市,上海市,杨浦区,0.667700433296063,0.9011320713283305,0.8498614032419523,0.9352202154493937,0.8992090227161296
上海闲窝公寓(16号店),酒店住宿,其他,政通路20弄沪昌公寓20号,121.51559,31.30431,上海市,上海市,杨浦区,0.6682669071014053,0.9013000997052744,0.8773154476601916,0.935728994289943,0.9000536309528996
政通路118弄小区,商务住宅,住宅区,政通路118弄之1-21号,121.515693,31.304111,上海市,上海市,杨浦区,0.6683676554804685,0.9014562026792762,0.8836485859178358,0.9358426781215725,0.9003396423900709
上海闲窝空间公寓(政通路分店),酒店住宿,其他,政通路118弄20号,121.515545,31.304323,上海市,上海市,杨浦区,0.6682571949251895,0.9013280093018537,0.8767447309493422,0.9357316861604734,0.9000553415424659
上海闲窝民宿(政通路分店),酒店住宿,其他,政通路118弄20号,121.515545,31.304323,上海市,上海市,杨浦区,0.6682571949251895,0.9013280093018537,0.8767447309493422,0.9357316861604734,0.9000553415424659
上海风笙宾馆,酒店住宿,其他,国济路68号3楼,121.515078,31.303516,上海市,上海市,杨浦区,0.668646542196525,0.9024636806683718,0.8974220680529263,0.9362642294393673,0.901468491169946
诚品国际中环大厦,商务住宅,写字楼,淞沪路151-161号,121.513266,31.303329,上海市,上海市,杨浦区,0.6685399228260523,0.9029925220979907,0.877549394066766,0.9363411660182884,0.9017663560387003
仁和苑,商务住宅,住宅区,政通路240弄,121.512202,31.303093,上海市,上海市,杨浦区,0.6684264228711736,0.9030231343780654,0.861785526696223,0.9361848016977021,0.9016607580516298
创智天地广场3期,商务住宅,写字楼,淞沪路303号333号创智,121.511953,31.305383,上海市,上海市,杨浦区,0.6670492237844203,0.9000703066064862,0.8231617875529466,0.9338855884342625,0.8977524571144975
上海闲窝公寓(大学路分店),酒店住宿,其他,创智天地创智坊1区(大学路88弄6号),121.511507,31.304624,上海市,上海市,杨浦区,0.6672448862082618,0.9013398997867703,0.8292238633244802,0.9346615576461553,0.8989667276997206
创智天地创智坊1区,商务住宅,其他,大学路88弄1-11号,121.511291,31.304237,上海市,上海市,杨浦区,0.6673958476649049,0.9017617244001754,0.8311801380596486,0.9349431945977387,0.8994620744688571
上海骑脚踏车的公寓,酒店住宿,其他,政通路240弄-28号,121.512544,31.303439,上海市,上海市,杨浦区,0.6682922250609277,0.9029032191348458,0.8633294119673537,0.9361368821931099,0.901445340999398
创智天地1期,商务住宅,产业园区,淞沪路270号,121.511286,31.304765,上海市,上海市,杨浦区,0.6671339609364886,0.9009178787181125,0.8241743946650354,0.9342791533251805,0.8984941296273589
创智天地一期-北区,商务住宅,其他,江湾体育场(地铁站)9号口步行120米,121.511062,31.304717,上海市,上海市,杨浦区,0.6671035770387844,0.9008157177374413,0.8216365008270436,0.934128636023946,0.898353013786552
大学路63弄,商务住宅,住宅区,[],121.511508,31.304624,上海市,上海市,杨浦区,0.6672451875873452,0.9013406052661797,0.8292378248921795,0.9346623946489676,0.8989676211137754
创智坊1区-南区,商务住宅,其他,大学路与锦嘉路交叉口东80米,121.511283,31.304232,上海市,上海市,杨浦区,0.6673963043316071,0.9017630624659358,0.831118328483226,0.9349417529388372,0.8994628185990375
凯迪金融大厦,商务住宅,写字楼,政旦东路3号,121.518769,31.301644,上海市,上海市,杨浦区,0.6690525297361202,0.8959995303545237,0.9171168591707219,0.9349593273695916,0.9008080022242665
上海豪为u家,酒店住宿,宾馆酒店,国和路28号,121.519217,31.302531,上海市,上海市,杨浦区,0.6687720257870193,0.8939250462765189,0.8996081973804144,0.9340654886649631,0.8991304086914856
洛德商务楼,商务住宅,写字楼,国和路21号,121.518873,31.302666,上海市,上海市,杨浦区,0.6687947062056395,0.8953880370988245,0.9041088281031544,0.9344458860396111,0.8994782657127139
润芳庭推拿芳疗五角场分店,商务住宅,住宅区,政旦东路12号-5,121.518498,31.301762,上海市,上海市,杨浦区,0.66907533390191,0.897076442493814,0.9213637539770081,0.9351930146774021,0.9010164427846568
政通新苑,商务住宅,住宅区,政通路70弄之1-21号,121.518654,31.305136,上海市,上海市,杨浦区,0.6681955958013185,0.8917374391360603,0.8775985684456958,0.9318821009573964,0.8946577718306999
五角丰达商务广场东区,商务住宅,写字楼,政益路8-28号,121.518753,31.30325,上海市,上海市,杨浦区,0.6686437512896238,0.8953922988313898,0.8936650369230199,0.9342293425384364,0.8987442011461911
政通路40-42弄小区,商务住宅,住宅区,政通路46-5号附近,121.520601,31.305345,上海市,上海市,杨浦区,0.6683738387046875,0.8792204999841434,0.9209373271989589,0.9268549366354437,0.8892107244591841
同泰公寓,商务住宅,住宅区,政通路118弄之1-21号,121.515922,31.304097,上海市,上海市,杨浦区,0.6683886497347008,0.9012153129491296,0.8848738811544692,0.9357874976253954,0.9002284521449085
文轩佳苑,商务住宅,住宅区,政通路95弄之1-8号,121.517917,31.303805,上海市,上海市,杨浦区,0.6685090389923034,0.8976199998260043,0.8890547674032743,0.9347313866309788,0.8989132295706088
政通路100弄小区,商务住宅,住宅区,政通路100弄,121.517495,31.304728,上海市,上海市,杨浦区,0.6682314039444093,0.8971155324517317,0.8638825919278106,0.9341327366307643,0.8975168467976153
爱尚经济型旅店,酒店住宿,旅馆招待所,政通路83号,121.5182,31.304241,上海市,上海市,杨浦区,0.668387833303168,0.8959599348913946,0.8735880481839924,0.9339806674655005,0.8976512456239446
爱尚连锁旅店(上海政通路店),酒店住宿,旅馆招待所,政通路83号,121.518069,31.30416,上海市,上海市,杨浦区,0.6684090251964175,0.8965598074278772,0.8772369672446519,0.9342188802969142,0.8980119929715578
星墅99STARS连锁旅店,酒店住宿,旅馆招待所,政通路87-2号附近,121.517777,31.30408,上海市,上海市,杨浦区,0.6684280458402115,0.8976068012762891,0.8820262102618517,0.9346096080262223,0.898563633112887
星墅99,酒店住宿,旅馆招待所,政通路与国庠路交叉口东80米,121.517808,31.304066,上海市,上海市,杨浦区,0.6684319259203724,0.8975398426860337,0.8822155503093567,0.9345926121874616,0.8985528907821867
星墅99连锁旅店(上海江湾体育场店),酒店住宿,经济型连锁酒店,政通路87号,121.517742,31.304082,上海市,上海市,杨浦区,0.6684273924480829,0.8977041087628733,0.8822225943806007,0.9346424818802553,0.8986021620020467
五角场街道社区生活服务中心,商务住宅,社区中心,国痒路100号,121.516961,31.304274,上海市,上海市,杨浦区,0.668366329102968,0.899306639997502,0.8800264953651298,0.9351098007710898,0.8990874304220624
国年路135弄,商务住宅,住宅区,国年路与政修路交叉口西20米,121.506526,31.292929,上海市,上海市,杨浦区,0.7249019018204109,0.5332462170242335,0.669388574330902,0.6680032561708882,0.8823906883971522
复旦大学第五宿舍,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.506697,31.293414,上海市,上海市,杨浦区,0.7293347026127696,0.5331446012223894,0.6686553258708576,0.6690657651462449,0.8841948841999716
复旦大学第二宿舍,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.506828,31.292331,上海市,上海市,杨浦区,0.7378440494726412,0.533210084993645,0.6488560729896257,0.667638156469579,0.8828973469544391
复旦大学第三宿舍,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.506392,31.292853,上海市,上海市,杨浦区,0.7203207852906891,0.5332715134003456,0.6572686747172333,0.6676821507809224,0.8815254626624077
复旦大学第一宿舍,商务住宅,宿舍,国年路102弄,121.507725,31.29293,上海市,上海市,杨浦区,0.7726241211445091,0.5330971454399301,0.6682318925136405,0.6942189806262684,0.8883501944006701
复旦大学附属中学宿舍,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.506396,31.291827,上海市,上海市,杨浦区,0.7228913695933357,0.5332664524873263,0.5679201537373739,0.6667786768336311,0.8797196178661075
国年路101弄36号,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.506531,31.292441,上海市,上海市,杨浦区,0.7261195114192444,0.5333046907716887,0.6318323482204619,0.6674005127386281,0.8815371322348786
国年路102弄32号,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.508282,31.292962,上海市,上海市,杨浦区,0.7989335287442061,0.5326758004863715,0.66775938786969,0.7285044184471292,0.8907614550700145
国年路102弄16号,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.507979,31.292577,上海市,上海市,杨浦区,0.7891991034311955,0.5332996678986107,0.6683237089588827,0.6931696891936793,0.8887777754936073
国年路101弄11号,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.506878,31.292325,上海市,上海市,杨浦区,0.7398787050667015,0.5331894409522605,0.6528972879553793,0.6677136275999183,0.883142488067012
国年路102弄31号,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.508367,31.292405,上海市,上海市,杨浦区,0.8147275369280977,0.5333027407328675,0.668128249384585,0.705213246286078,0.8900187580501435
国年路102弄28号,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.5081,31.2925,上海市,上海市,杨浦区,0.7969957216646458,0.5333070606805945,0.6682903538436392,0.6959882342044124,0.8891322743723501
国顺住宅小区,商务住宅,住宅区,国顺路400弄1-22号,121.508899,31.293329,上海市,上海市,杨浦区,0.8192420047674361,0.5652212595117712,0.6761445798515129,0.8332870179846339,0.8936859531859479
国顺路375弄小区,商务住宅,住宅区,四平路,121.510705,31.291714,上海市,上海市,杨浦区,0.9158449078819791,0.5796038119060464,0.6670182709332362,0.8036770620803612,0.8955090957759309
国年路99弄小区,商务住宅,住宅区,国年路99弄,121.508413,31.291708,上海市,上海市,杨浦区,0.8345016943014528,0.5328276068365211,0.6686384602704306,0.6821462801980306,0.8887928633098692
国顺路389弄小区,商务住宅,其他,国顺路与政熙路交叉口东南60米,121.509401,31.29248,上海市,上海市,杨浦区,0.880965216272483,0.5586357126892801,0.6673334085543737,0.7773784912559791,0.8937261053456962
国顺路395弄小区,商务住宅,其他,国顺路与政熙路交叉口东南80米,121.509231,31.292299,上海市,上海市,杨浦区,0.8778112184841177,0.54765593827602,0.6675451831988728,0.74947174565361,0.8928569535961248
上海杨浦小熊星民宿,酒店住宿,其他,政修路与国福路交叉口南60米,121.508534,31.293693,上海市,上海市,杨浦区,0.7947722041258165,0.560340672393415,0.677843399640285,0.8375642421185655,0.8930275701329999
上海石库门文化民宿(国顺路店),酒店住宿,其他,国顺路395弄9号304室,121.509054,31.292381,上海市,上海市,杨浦区,0.8617214790572705,0.5434688720524506,0.6675941543918957,0.7432740654612007,0.8924508408042642
国顺路395弄、389弄住宅小区,商务住宅,住宅区,国顺路389弄、395弄,121.509477,31.292211,上海市,上海市,杨浦区,0.9005696402423047,0.5539204843491616,0.6674453313985078,0.7596803420754555,0.8934311486696858
大诚花苑,商务住宅,住宅区,国定路299弄,121.509415,31.295627,上海市,上海市,杨浦区,0.7724735757207841,0.8791406027456161,0.7288352847348791,0.9257522014918981,0.8985755088561855
铁村小区,商务住宅,住宅区,国定路277弄1-78号,121.510385,31.29423,上海市,上海市,杨浦区,0.8261495715578347,0.7718817794174705,0.7152608857490828,0.9256489252072867,0.8990202054268551
政修路3-31号小区,商务住宅,住宅区,政修路3-31号,121.509883,31.295039,上海市,上海市,杨浦区,0.7952065550570451,0.8752269283408872,0.724454179714523,0.926060009242651,0.8989828079169007
上海上海静的民宿(10号店),酒店住宿,其他,国定路277弄铁村小区38号楼,121.510265,31.295119,上海市,上海市,杨浦区,0.7965295595719766,0.8775444416503788,0.7313930346167089,0.9277991396063011,0.8998701994552701
上海阳阳小清风公寓(国定路分店),酒店住宿,其他,国定路299号大诚花苑,121.509356,31.29522,上海市,上海市,杨浦区,0.7820208962606199,0.8146481091367002,0.7202821172505162,0.9242874404197329,0.8979144547828813
复旦大学第十二宿舍,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.508416,31.29478,上海市,上海市,杨浦区,0.7712566088734301,0.629209013249067,0.6968279773700645,0.9179815223465291,0.8943366465471768
国定路277弄13-14号,商务住宅,其他,国定路277弄之1-78号,121.510279,31.295058,上海市,上海市,杨浦区,0.7984278186531505,0.8769722676439928,0.730393754166286,0.927686162468182,0.899830204300233
铁路新村杨浦,商务住宅,其他,国权路(地铁站)4号口步行763米,121.509614,31.294315,上海市,上海市,杨浦区,0.8121231236254816,0.6989219977499663,0.70647790212698,0.9225500019285252,0.8973739646469484
国定路277弄12号,商务住宅,其他,四平路2043号附近,121.510657,31.294915,上海市,上海市,杨浦区,0.8042672234150098,0.8767625508220009,0.7325829588353071,0.928660479020536,0.9003486760887986
复旦大学第十宿舍,商务住宅,宿舍,政肃路45弄,121.507371,31.294551,上海市,上海市,杨浦区,0.7447352662758238,0.5517408402526562,0.6746758605068236,0.7651196756605617,0.8896190270954176
复旦大学第九宿舍,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.506462,31.296029,上海市,上海市,杨浦区,0.7056312396089598,0.5996867224929656,0.685596850919254,0.7735642458408335,0.8877722021699345
白领公寓客房,酒店住宿,旅馆招待所,五角场镇政肃路55号晶晶公寓,121.506163,31.294332,上海市,上海市,杨浦区,0.7107026911572225,0.5328896738349398,0.6681252047619524,0.6729028239454025,0.8829546743154895
上海复旦之城普通公寓,酒店住宿,其他,国顺路650弄76号102室,121.506827,31.29519,上海市,上海市,杨浦区,0.7238120283061621,0.570276594061666,0.6768061987251442,0.7528599747611379,0.8881054345501107
上海考研之家公寓(政肃路分店),酒店住宿,其他,政肃路45弄(复旦第十宿舍),121.507341,31.294768,上海市,上海市,杨浦区,0.7420471013856843,0.5658231127593494,0.6780650340389992,0.7815284919334318,0.8898525644843421
复旦大学国福路教师公寓,商务住宅,宿舍,复旦大学国福路50,121.508042,31.295456,上海市,上海市,杨浦区,0.7504031998557096,0.653020175979102,0.7038290888798077,0.9190645527921919,0.8939545345639189
复旦大学第十一宿舍,商务住宅,宿舍,国福路50,121.507982,31.295685,上海市,上海市,杨浦区,0.7448565017016854,0.6640464437423899,0.7072077406013965,0.9197832697137288,0.8940696333333165
复旦大学邯郸校区玖园,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.506898,31.295878,上海市,上海市,杨浦区,0.7171853410400767,0.6117612106308657,0.6910739586993355,0.8329041074248142,0.889675236261535
国福路30弄2号,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.508388,31.294828,上海市,上海市,杨浦区,0.7696979388383367,0.6311744189162976,0.6973266130193695,0.9179968716632665,0.8943080250595694
国顺路650弄73号,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.506786,31.29548,上海市,上海市,杨浦区,0.7195146768323835,0.5854762775124216,0.6813970542363756,0.7705311227543234,0.8884267549042358
国顺路650弄71号,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.506677,31.295665,上海市,上海市,杨浦区,0.714800182752619,0.5907725707839064,0.6828216271472856,0.7718760823860574,0.8882135258579664
国顺路650弄76号,商务住宅,宿舍,邯郸路220号复旦大学邯郸校区,121.506704,31.29521,上海市,上海市,杨浦区,0.7202621678283887,0.5662062698799596,0.6749792257799667,0.7423579309197584,0.887518056669947
复旦大学外聘专家公寓,商务住宅,宿舍,国福路30弄1号,121.508151,31.29512,上海市,上海市,杨浦区,0.7587251897256209,0.636896159755679,0.6990948933368137,0.918142433843188,0.8938631577181713
卿云宾馆(邯郸路店)(暂停营业),酒店住宿,三星级宾馆,邯郸路220号复旦大学邯郸校区内,121.508143,31.298362,上海市,上海市,杨浦区,0.6964240307326623,0.8423300269187856,0.7535531102846315,0.9287995035423658,0.8974466873871493
上海五角场金沐之家公寓,酒店住宿,其他,国顺路650弄74号,121.506109,31.296245,上海市,上海市,杨浦区,0.6959107323067104,0.594851100689849,0.6827034949701659,0.7497787812297116,0.8863117544508876
亚泰商务,商务住宅,写字楼,国定路346号,121.509514,31.297332,上海市,上海市,杨浦区,0.7328958461399718,0.8926400278003925,0.7607924328104206,0.9309498582955182,0.9003444957480345
上海高科技企业杨浦孵化基地,商务住宅,写字楼,国定路335号,121.508941,31.297293,上海市,上海市,杨浦区,0.7266286160937965,0.8902407020647805,0.7508251698850195,0.9291327587413682,0.898995255655088
龙泰宾馆,酒店住宿,宾馆酒店,邯郸路399号白领公寓3楼,121.510186,31.298066,上海市,上海市,杨浦区,0.7232703266588212,0.898038822435041,0.7849275412555332,0.9337874918842565,0.901777258180305
创业大厦(国达路),商务住宅,写字楼,国定路323号,121.508974,31.296511,上海市,上海市,杨浦区,0.744395505579284,0.8791547810672219,0.7380019468426754,0.9270120248523458,0.898402438755999
东方馨园,商务住宅,住宅区,国定路358弄1-10号,121.510088,31.297302,上海市,上海市,杨浦区,0.7393816415068181,0.8942617214856264,0.769519375914625,0.9323044540086094,0.9013577790978925
国定路358弄小区,商务住宅,住宅区,国定路与邯郸路交叉口东南60米,121.50958,31.297637,上海市,上海市,杨浦区,0.7269849196136955,0.8945144438231354,0.7670490139952203,0.9317670959466534,0.9006471512263037
格林豪泰智选酒店(上海复旦大学五角场地铁站店),酒店住宿,经济型连锁酒店,邯郸路399号财富大酒店A区3、5层,121.510732,31.298247,上海市,上海市,杨浦区,0.7233011647786824,0.8997039333883085,0.7980517565146928,0.934842948512796,0.9024238297066501
路人中时尚主题酒店,酒店住宿,宾馆酒店,邯郸路上海财富大酒店西北侧,121.510673,31.298227,上海市,上海市,杨浦区,0.723355034909643,0.8995513641787626,0.7965826370082305,0.9347394381252048,0.9023665073897402
财富大酒店-西苑楼,酒店住宿,宾馆酒店,五角场(地铁站)5号口步行464米,121.510717,31.29792,上海市,上海市,杨浦区,0.7305900554701584,0.8985585149957007,0.7916970371933595,0.9344407879937593,0.9023481072296433
Zsmart智尚酒店(上海五角场复旦大学店),酒店住宿,宾馆酒店,国定路365号,121.509058,31.297141,上海市,上海市,杨浦区,0.7315356970851825,0.8897571913654497,0.7501663094417961,0.9291234800833281,0.8991754575713837
上海复旦大学科技园创业中心,商务住宅,产业园区,国定路335号上海高科技企业杨浦孵化基地7001、7007,121.508774,31.297337,上海市,上海市,杨浦区,0.7233952184077511,0.8898084973559018,0.7488243871119385,0.9286811612291167,0.8985921430927637
东方新苑(国定路),商务住宅,住宅区,国定路358弄-5-10号,121.510098,31.297289,上海市,上海市,杨浦区,0.7397543442076686,0.894218179288537,0.7694479327516441,0.9323005360587457,0.9013673731800723
